,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
95,Rodaje Aguas Vivas,6.07,1699,77.4,Run,7797149796,12-09-2022,"[40.63853175379336, -3.163137389346957]","[40.638122549280524, -3.162942510098219]",12.87,36.31,80.1,41.0,158.6,180.0,719.8,658.0,,,,,,28.32,18,Monday,37,9,2022
96,Farola y volver,6.29,1823,4.1,Run,7797149859,08-09-2022,"[40.63833846710622, -3.1632730085402727]","[40.642494885250926, -3.176578860729933]",12.43,21.82,79.8,41.0,156.3,179.0,695.4,636.0,,,,,,30.38,19,Thursday,36,9,2022
97,Rodaje suave Raya y vuelta,5.4,1512,17.9,Run,7797149734,06-09-2022,"[40.65240598283708, -3.0548556055873632]","[40.65218050964177, -3.0549957510083914]",12.85,18.43,79.2,41.0,149.3,173.0,809.7,791.5,,,,,,25.2,19,Tuesday,36,9,2022
98,BT Vega-Pezuela,87.3,10737,861.0,Ride,8624827721,17-07-2022,"[40.65244202502072, -3.056151196360588]","[40.6527332123369, -3.0548131931573153]",29.27,69.26,83.8,31.0,,,883.2,576.2,170.6,1831.5,True,861.0,219.0,178.95,8,Sunday,28,7,2022
99,Sorpresón!!! ,44.38,5864,543.4,Ride,7476725116,16-07-2022,"[40.65309849567711, -3.0549338087439537]","[40.65294108353555, -3.054692577570677]",27.25,59.75,84.5,41.0,148.7,187.0,982.1,806.9,179.1,1050.0,True,724.0,215.0,97.73,8,Saturday,28,7,2022
100,Carrera Trail Abánades 10km,10.12,2863,189.4,Run,7408463480,26-06-2022,"[40.891438499093056, -2.4854742642492056]","[40.89170596562326, -2.4855102226138115]",12.56,22.03,80.7,41.0,,,1137.4,1020.3,,,,,,47.72,9,Sunday,25,6,2022
101,Calentamiento Carrera Abánades,2.08,733,11.2,Run,7408461516,26-06-2022,[],[],10.21,24.27,81.8,41.0,,,1030.3,1021.1,,,,,,12.22,8,Sunday,25,6,2022
102,Al encuentro de los Ironmanes de pacotilla ,100.67,12937,850.0,Ride,7365538458,25-06-2022,"[40.65219190903008, -3.0550037138164043]","[40.65246666781604, -3.0547825153917074]",28.02,63.19,85.8,23.0,,,999.0,671.6,173.2,2240.7,True,726.0,202.0,215.62,9,Saturday,25,6,2022
103,Rodaje suave Raya y vuelta 4 ,5.44,1521,20.0,Run,7352385612,22-06-2022,"[40.652405731379986, -3.054893659427762]","[40.652158968150616, -3.0549562722444534]",12.87,21.21,79.1,41.0,,,809.7,791.5,,,,,,25.35,20,Wednesday,25,6,2022
104,10km Acuatlon Dani Molina,9.88,2373,18.6,Run,7352384325,11-06-2022,[],[],14.99,23.59,81.5,41.0,,,727.5,721.1,,,,,,39.55,19,Saturday,23,6,2022
105,Rodaje suave Raya y vuelta 3,5.1,1302,16.7,Run,7279846512,09-06-2022,"[40.6524689309299, -3.0547598842531443]","[40.65233130007982, -3.054895754903555]",14.11,18.92,81.1,41.0,,,809.7,792.4,,,,,,21.7,12,Thursday,23,6,2022
106,Rodaje ritmo medio Raya y vuelta,6.22,1598,20.4,Run,7279846067,07-06-2022,"[40.65242601558566, -3.0548852775245905]","[40.65123503096402, -3.05518283508718]",14.02,26.49,81.4,41.0,,,812.1,799.6,,,,,,26.63,20,Tuesday,23,6,2022
107,Guada - Abánades 🚲 ,93.87,11201,1091.0,Ride,7255561104,04-06-2022,"[40.63846830278635, -3.161387164145708]","[40.89185658842325, -2.4858282320201397]",30.17,66.02,87.0,22.0,,,1126.0,672.2,210.8,2361.5,True,612.0,233.0,186.68,8,Saturday,22,6,2022
108,Rodaje Raya y vuelta con series,5.53,1431,17.9,Run,7233823611,31-05-2022,"[40.65234135836363, -3.054717807099223]","[40.65216097980738, -3.0549680069088936]",13.91,21.06,80.2,41.0,,,809.7,791.5,,,,,,23.85,20,Tuesday,22,5,2022
109,Carrera Tri Pareja 22 con Rece,9.74,2676,18.3,Run,7233823418,28-05-2022,[],[],13.1,18.07,83.1,41.0,,,727.5,721.1,,,,,,44.6,18,Saturday,21,5,2022
110,Bici Tri Pareja 2022,39.96,3865,394.0,Ride,7228264718,28-05-2022,"[40.55519409477711, -2.6717635709792376]","[40.55539274588227, -2.6718313805758953]",37.22,64.94,93.7,33.0,,,820.6,721.2,321.8,1243.9,True,723.0,327.0,64.42,17,Saturday,21,5,2022
111,progresivos av Vado,3.57,944,14.0,Run,7233821588,26-05-2022,[],[],13.63,23.21,80.6,41.0,,,701.0,690.7,,,,,,15.73,19,Thursday,21,5,2022
112,Natación de noche,2.27,1972,0.0,Swim,7233820971,24-05-2022,[],[],4.15,7.83,22.3,,,,0.0,,,,,,,32.87,19,Tuesday,21,5,2022
113,LOS YAYOS TIM Vol.2 ,99.57,11871,941.0,Ride,7178619317,21-05-2022,"[40.65163283608854, -3.0553332902491093]","[40.652414448559284, -3.0547784082591534]",30.19,57.29,88.6,26.0,,,1033.2,700.2,185.2,2199.0,True,608.0,213.0,197.85,9,Saturday,20,5,2022
114,Puto calor 🔥 🥵 ,13.37,3531,127.5,Run,7175139221,20-05-2022,"[40.63844785094261, -3.1632890179753304]","[40.63837400637567, -3.1627735309302807]",13.64,26.19,80.2,41.0,,,761.9,686.3,,,,,,58.85,19,Friday,20,5,2022
115,Rodaje ⚡️ ,13.14,3408,121.6,Run,7149475265,15-05-2022,"[40.63817518763244, -3.163203103467822]","[40.63824433833361, -3.162839664146304]",13.88,22.59,80.5,41.0,,,761.9,692.7,,,,,,56.8,19,Sunday,19,5,2022
116,Natación de tarde,1.3,1291,0.0,Swim,7149474215,13-05-2022,[],[],3.63,7.5,23.6,,,,0.0,,,,,,,21.52,13,Friday,19,5,2022
117,Alovera y vuelta,24.11,2603,112.0,Ride,7178618435,13-05-2022,"[40.63837333582342, -3.1632438395172358]","[40.64146843738854, -3.167191967368126]",33.34,51.31,86.4,21.0,,,611.4,554.8,218.8,569.7,True,900.0,243.0,43.38,9,Friday,19,5,2022
118,Natación de noche,3.9,3644,0.0,Swim,7132225758,12-05-2022,[],[],3.85,6.67,23.3,,,,0.0,,,,,,,60.73,19,Thursday,19,5,2022
119,Muriendo con Nahuel,90.71,10442,784.0,Ride,7125320534,11-05-2022,"[40.639819633215666, -3.1652438454329967]","[40.63838146626949, -3.16292985342443]",31.27,63.91,87.8,31.0,,,937.6,622.2,199.1,2079.0,True,774.0,222.0,174.03,12,Wednesday,19,5,2022
120,Rodaje con Rece cuchillo,10.36,2679,94.6,Run,7132224750,09-05-2022,"[40.63992231152952, -3.1604324653744698]","[40.63809740357101, -3.1625768076628447]",13.92,39.03,80.0,41.0,,,761.8,701.0,,,,,,44.65,17,Monday,19,5,2022
121,Natación de tarde,2.0,1912,0.0,Swim,7132223709,09-05-2022,[],[],3.77,8.81,24.0,,,,0.0,,,,,,,31.87,14,Monday,19,5,2022
122,Rodaje alegre,92.33,10140,634.0,Ride,7125320094,08-05-2022,"[40.64355972222984, -3.1429325602948666]","[40.64360381104052, -3.142354376614094]",32.78,61.19,91.2,25.0,,,917.2,605.4,209.1,2120.1,True,950.0,223.0,169.0,10,Sunday,18,5,2022
123,Natación de noche,1.5,1395,0.0,Swim,7132223006,07-05-2022,[],[],3.87,7.42,24.4,,,,0.0,,,,,,,23.25,18,Saturday,18,5,2022
124,Rodaje Punta-El Rompido,31.15,3473,87.0,Ride,7125319499,05-05-2022,"[37.18304481357336, -6.964762816205621]","[37.1839270927012, -6.965076886117458]",32.28,60.3,93.4,22.0,,,15.4,-0.6,221.5,769.1,True,924.0,249.0,57.88,17,Thursday,18,5,2022
125,Carrera de noche,7.0,1878,10.6,Run,7132222555,03-05-2022,"[37.18388275243342, -6.965189790353179]","[37.18367177993059, -6.964777233079076]",13.42,23.17,80.3,41.0,,,13.8,4.6,,,,,,31.3,19,Tuesday,18,5,2022
126,Natación de noche,1.5,1783,0.0,Swim,7132221952,30-04-2022,[],[],3.03,20.55,24.7,,,,0.0,,,,,,,29.72,18,Saturday,17,4,2022
127,BT Cogolludo y vuelta,107.51,13141,720.0,Ride,7125319667,30-04-2022,"[40.6439726985991, -3.1418982334434986]","[40.643382193520665, -3.1425138004124165]",29.45,62.03,85.4,18.0,,,880.2,646.2,173.6,2281.0,True,808.0,208.0,219.02,8,Saturday,17,4,2022
128,Bicicleta al anochecer,22.17,3060,395.0,Ride,7051536690,27-04-2022,"[40.64314448274672, -3.1426018103957176]","[40.64363021403551, -3.1424213480204344]",26.09,59.05,79.2,16.0,,,869.6,692.2,187.4,573.3,True,609.0,235.0,51.0,18,Wednesday,17,4,2022
129,Transi 4-4’ ,6.65,1712,64.5,Run,7033751210,24-04-2022,"[40.64607814885676, -3.147982908412814]","[40.64584714360535, -3.1476253364235163]",13.99,21.77,82.3,41.0,,,734.6,706.8,,,,,,28.53,12,Sunday,16,4,2022
130,Bicicleta por la mañana,58.92,6032,254.0,Ride,7051536504,24-04-2022,"[40.646204967051744, -3.147167097777128]","[40.64445591531694, -3.166895415633917]",35.17,53.05,93.2,15.0,,,716.8,618.2,233.9,1411.0,True,653.0,242.0,100.53,10,Sunday,16,4,2022
131,Natación de noche,2.5,2413,0.0,Swim,7031634577,23-04-2022,[],[],3.73,15.3,24.2,,,,0.0,,,,,,,40.22,18,Saturday,16,4,2022
132,Carrera de noche,7.15,1836,56.6,Run,7023953753,22-04-2022,"[40.62733738683164, -3.1516826804727316]","[40.62630691565573, -3.152103116735816]",14.01,31.98,80.2,41.0,,,735.2,717.2,,,,,,30.6,19,Friday,16,4,2022
133,Natación de noche,4.6,4370,0.0,Swim,7023953180,21-04-2022,[],[],3.79,7.83,23.3,,,,0.0,,,,,,,72.83,18,Thursday,16,4,2022
134,Natación de tarde,1.5,1392,0.0,Swim,7023952349,20-04-2022,[],[],3.88,8.44,24.5,,,,0.0,,,,,,,23.2,13,Wednesday,16,4,2022
135,Carrera de mañana,2.65,758,11.5,Run,6990495535,16-04-2022,"[37.183133410289884, -6.964024119079113]","[37.18309527263045, -6.963948514312506]",12.58,20.85,81.0,41.0,,,15.9,7.2,,,,,,12.63,8,Saturday,15,4,2022
136,Bicicleta a la hora del almuerzo,51.42,6505,283.3,Ride,7797150241,15-04-2022,"[37.183816032484174, -6.965491622686386]","[37.25806284695864, -6.934335250407457]",28.46,51.89,80.6,41.0,137.8,174.0,53.1,5.4,185.7,1207.7,True,794.0,208.0,108.42,12,Friday,15,4,2022
137,Graveleando con la cabra 🐐 ,51.07,6464,253.0,Ride,6987912829,15-04-2022,"[37.18397570773959, -6.9653156865388155]","[37.25798866711557, -6.934266770258546]",28.44,51.82,79.2,30.0,,,52.8,-0.4,186.2,1203.3,True,794.0,208.0,107.73,12,Friday,15,4,2022
138,Rumbo a las Américas ,58.49,6619,428.5,Ride,6976422677,13-04-2022,"[37.25797357968986, -6.934992978349328]","[37.2583323251456, -6.934443041682243]",31.81,57.23,88.6,41.0,144.7,164.0,81.8,5.0,225.1,1489.8,True,717.0,232.0,110.32,17,Wednesday,15,4,2022
139,3x10’ ,15.6,4100,13.3,Run,6969641561,12-04-2022,"[37.25793678313494, -6.934260819107294]","[37.25787031464279, -6.93406811915338]",13.7,22.81,81.3,41.0,163.3,183.0,18.1,4.1,,,,,,68.33,13,Tuesday,15,4,2022
140,Natación de mañana,4.0,3952,0.0,Swim,6968497388,12-04-2022,[],[],3.64,6.67,24.5,,,,0.0,,,,,,,65.87,8,Tuesday,15,4,2022
141,Carrera de mañana,8.65,2370,51.8,Run,6968267447,11-04-2022,"[37.2583878133446, -6.9422972202301025]","[37.25832084193826, -6.934613278135657]",13.14,22.82,81.2,41.0,144.8,179.0,52.6,16.9,,,,,,39.5,9,Monday,15,4,2022
142,Carrera a la hora del almuerzo,9.18,2668,251.8,Run,6968266682,10-04-2022,"[40.652517043054104, -3.0548464693129063]","[40.65257663838565, -3.054763739928603]",12.39,23.31,80.8,41.0,160.3,191.0,942.3,806.9,,,,,,44.47,12,Sunday,14,4,2022
143,Carrera de mañana,11.5,3362,61.0,Run,6952812362,09-04-2022,"[40.65247613936663, -3.0548030510544777]","[40.65221747383475, -3.054974041879177]",12.32,18.4,79.6,41.0,157.5,181.0,831.1,780.2,,,,,,56.03,9,Saturday,14,4,2022
144,Natación de tarde,2.0,2238,0.0,Swim,6952503448,08-04-2022,[],[],3.22,8.57,21.2,,,,0.0,,,,,,,37.3,13,Friday,14,4,2022
145,Natación de noche,3.8,3858,0.0,Swim,6946174803,07-04-2022,[],[],3.55,12.11,24.2,,,,0.0,,,,,,,64.3,18,Thursday,14,4,2022
146,Carrera a la hora del almuerzo,11.2,3006,0.0,Run,6944458438,07-04-2022,[],[],13.41,22.53,80.3,41.0,161.7,188.0,6976.0,380.8,,,,,,50.1,12,Thursday,14,4,2022
147,Natación de tarde,3.0,2997,0.0,Swim,6944088156,06-04-2022,[],[],3.6,10.72,24.2,,,,0.0,,,,,,,49.95,13,Wednesday,14,4,2022
148,Carrera de noche,5.76,1483,17.9,Run,6944087607,05-04-2022,"[40.644205044955015, -3.062284318730235]","[40.652335323393345, -3.054936407133937]",13.98,30.13,80.4,41.0,127.0,154.0,809.7,791.5,,,,,,24.72,19,Tuesday,14,4,2022
149,Carrera a la hora del almuerzo,8.7,2447,85.6,Run,6900527201,29-03-2022,"[40.62723093666136, -3.15185752697289]","[40.627172430977225, -3.1520245783030987]",12.8,18.93,79.8,41.0,158.0,185.0,737.7,706.9,,,,,,40.78,11,Tuesday,13,3,2022
150,Actividad a la hora del almuerzo,0.36,499,0.0,WeightTraining,6900526579,29-03-2022,[],[],2.62,6.44,,41.0,97.0,122.0,6892.8,6892.8,,,,,,8.32,11,Tuesday,13,3,2022
151,Transi 20’z1b,6.37,1565,61.0,Run,6892708806,27-03-2022,"[40.6436151266098, -3.1424981262534857]","[40.63941336236894, -3.1502773705869913]",14.65,19.16,81.6,41.0,164.7,177.0,736.2,717.7,,,,,,26.08,13,Sunday,12,3,2022
152,Café en Jadraque suavesito,112.95,14614,1057.0,Ride,6891397997,27-03-2022,"[40.64724314957857, -3.143609818071127]","[40.64362091012299, -3.1423733197152615]",27.82,70.18,84.7,13.0,129.5,165.0,1025.8,638.0,169.6,2479.2,True,789.0,195.0,243.57,9,Sunday,12,3,2022
153,15x100 r10”,3.0,3027,0.0,Swim,6887320795,26-03-2022,[],[],3.57,10.11,24.1,,,,0.0,,,,,,,50.45,18,Saturday,12,3,2022
154,Rodaje,67.19,8946,709.0,Ride,6884838207,26-03-2022,"[40.65257948823273, -3.054779414087534]","[40.652426769956946, -3.0548092536628246]",27.04,61.81,85.6,11.0,141.4,178.0,981.8,616.0,180.3,1613.4,True,899.0,206.0,149.1,10,Saturday,12,3,2022
155,Bicicleta al anochecer,16.22,1835,0.0,Ride,6884837423,25-03-2022,[],[],31.83,40.4,82.7,22.0,135.7,166.0,770.2,768.2,177.4,325.6,True,344.0,196.0,30.58,19,Friday,12,3,2022
156,Natación de tarde,3.5,3363,0.0,Swim,6887320141,25-03-2022,[],[],3.75,13.5,23.7,,,,0.0,,,,,,,56.05,14,Friday,12,3,2022
157,Natación de tarde,1.3,1339,0.0,Swim,6870653084,23-03-2022,[],[],3.5,6.97,22.7,,,,0.0,,,,,,,22.32,14,Wednesday,12,3,2022
158,Rodaje mañanero,54.77,7011,478.0,Ride,6870629273,23-03-2022,"[40.62820021994412, -3.150311904028058]","[40.62825839035213, -3.150402009487152]",28.12,62.86,86.8,14.0,134.9,162.0,922.6,610.0,185.7,1302.0,True,893.0,198.0,116.85,11,Wednesday,12,3,2022
159,4x(2*1'-8'),17.61,5003,0.0,Run,6860295286,21-03-2022,"[40.65244344994426, -3.0548264365643263]","[40.652086548507214, -3.055069176480174]",12.67,20.71,78.9,41.0,151.5,182.0,8290.2,1037.8,,,,,,83.38,17,Monday,12,3,2022
160,Escariche sufriendo,110.99,12728,1063.0,Ride,6853214850,20-03-2022,"[40.651453379541636, -3.07556108571589]","[40.65260480158031, -3.05476114153862]",31.39,68.51,89.3,11.0,142.9,177.0,892.6,582.2,198.5,2526.7,True,807.0,224.0,212.13,9,Sunday,11,3,2022
161,Rodaje variado ,6.71,1711,0.0,Run,6846918706,19-03-2022,"[40.65250463783741, -3.0547830183058977]","[40.65224898979068, -3.0549880396574736]",14.12,20.62,83.4,41.0,150.0,173.0,8108.4,842.8,,,,,,28.52,10,Saturday,11,3,2022
162,2x(5x30”+12’) ,12.87,3537,0.0,Run,6844281225,18-03-2022,"[40.652455519884825, -3.054860383272171]","[40.652812756597996, -3.0546408612281084]",13.1,22.85,81.6,41.0,141.8,176.0,6892.8,139.2,,,,,,58.95,18,Friday,11,3,2022
163,Natación de noche,2.25,2011,0.0,Swim,6839658289,17-03-2022,[],[],4.03,7.08,23.6,,,,0.0,,,,,,,33.52,19,Thursday,11,3,2022
164,3x8'+20',49.26,4801,0.0,Ride,6853213619,17-03-2022,[],[],36.94,51.46,92.9,22.0,,,728.0,723.8,211.6,1015.7,True,532.0,232.0,80.02,13,Thursday,11,3,2022
165,Long easy run ,16.73,4481,0.0,Run,6817509518,13-03-2022,"[40.65230716019869, -3.054826855659485]","[40.65231269225478, -3.0549143627285957]",13.44,20.95,81.8,41.0,150.9,186.0,9789.6,804.4,,,,,,74.68,12,Sunday,10,3,2022
166,Natación de noche,3.5,3459,0.0,Swim,6813923365,12-03-2022,[],[],3.64,8.67,23.7,,,,0.0,,,,,,,57.65,18,Saturday,10,3,2022
167,Primera transi....ay mi madre,10.15,2948,0.0,Run,6811673608,12-03-2022,"[40.643668100237846, -3.142682109028101]","[40.64366843551397, -3.14270063303411]",12.39,18.86,80.6,41.0,147.6,160.0,8200.8,990.2,,,,,,49.13,12,Saturday,10,3,2022
168,Pisando aguas internacionales.,87.8,10581,705.0,Ride,6811995637,12-03-2022,"[40.644080406054854, -3.1419694796204567]","[40.643561482429504, -3.1423794385045767]",29.87,68.01,87.8,9.0,133.8,162.0,929.4,593.2,179.3,1897.1,True,654.0,202.0,176.35,8,Saturday,10,3,2022
169,Enfriamiento test vatios rodillo,5.01,719,0.0,Ride,6808731090,11-03-2022,[],[],25.1,30.07,87.2,22.0,123.6,129.0,800.2,799.6,106.8,76.8,True,182.0,109.0,11.98,20,Friday,10,3,2022
170,Test 20' rodillo,12.29,1201,0.0,Ride,6808731067,11-03-2022,[],[],36.84,41.58,94.2,22.0,170.2,181.0,802.2,800.2,311.4,374.0,True,427.0,309.0,20.02,20,Friday,10,3,2022
171,Calentamiento test 20',22.43,2644,0.0,Ride,6808731031,11-03-2022,[],[],30.54,40.9,96.6,21.0,136.7,157.0,802.2,800.2,179.8,475.4,True,410.0,193.0,44.07,19,Friday,10,3,2022
172,Palas,3.0,2704,0.0,Swim,6807311086,11-03-2022,[],[],3.99,7.16,24.8,,,,0.0,,,,,,,45.07,13,Friday,10,3,2022
173,50's después de una semana sin nadar.......,1.8,1693,0.0,Swim,6804327832,10-03-2022,[],[],3.83,19.29,24.8,,,,0.0,,,,,,,28.22,19,Thursday,10,3,2022
174,Punta-El Portil suavesito,18.26,4717,0.0,Run,6780683821,06-03-2022,"[37.1831738948822, -6.964000482112169]","[37.18308965675533, -6.963978689163923]",13.94,21.36,81.7,41.0,166.1,190.0,6892.8,215.2,,,,,,78.62,9,Sunday,9,3,2022
175,3*12' ,16.35,4315,83.0,Run,6765853225,03-03-2022,"[40.65239869058132, -3.054823335260153]","[40.65224329009652, -3.0550094973295927]",13.64,21.65,81.0,41.0,157.7,183.0,833.0,762.3,,,,,,71.92,11,Thursday,9,3,2022
176,Rodaje ,8.01,2117,0.0,Run,6762724738,02-03-2022,"[40.652393409982324, -3.0547713674604893]","[40.652417885139585, -3.0548598803579807]",13.62,17.76,80.1,41.0,156.3,176.0,8062.4,804.4,,,,,,35.28,18,Wednesday,9,3,2022
177,500+150 @ 1.28,1.5,1483,0.0,Swim,6761362885,02-03-2022,[],[],3.64,5.14,23.9,,,,0.0,,,,,,,24.72,14,Wednesday,9,3,2022
178,40-30-20' ,63.81,7192,326.0,Ride,6763428759,02-03-2022,"[40.62833902426064, -3.1504596769809723]","[40.628039203584194, -3.150234455242753]",31.94,51.53,92.7,18.0,137.8,157.0,730.8,636.8,197.3,1418.8,True,558.0,201.0,119.87,11,Wednesday,9,3,2022
179,Test 1000 💀 ,1.9,1723,0.0,Swim,6750790408,28-02-2022,[],[],3.97,5.3,24.0,,,,0.0,,,,,,,28.72,11,Monday,9,2,2022
180,Suave suavesito con Vicky ,6.23,1800,0.0,Run,6739936080,26-02-2022,"[40.65229115076363, -3.0549115128815174]","[40.65238787792623, -3.0547612253576517]",12.46,15.56,81.1,41.0,157.9,184.0,7296.0,537.6,,,,,,30.0,11,Saturday,8,2,2022
181,8x1000,16.25,4532,0.0,Run,6737002602,25-02-2022,"[40.62725608237088, -3.1521632988005877]","[40.62637455761433, -3.1520970817655325]",12.91,22.38,79.8,41.0,155.0,188.0,6892.8,6892.8,,,,,,75.53,17,Friday,8,2,2022
182,2x600 2x400 2x200 fácil,3.35,3152,0.0,Swim,6737000916,24-02-2022,[],[],3.83,5.45,24.1,,,,0.0,,,,,,,52.53,19,Thursday,8,2,2022
183,3x10' fácil 150ppm,32.69,3443,87.0,Ride,6763428479,24-02-2022,"[40.63535828143358, -3.1865024473518133]","[40.635607810691, -3.186183599755168]",34.18,49.78,92.8,13.0,148.0,166.0,661.8,630.0,205.1,706.2,True,658.0,211.0,57.38,11,Thursday,8,2,2022
184,Intento de rodillo,10.6,1302,0.0,Ride,6728057411,23-02-2022,[],[],29.31,35.28,90.5,,132.3,166.0,0.0,,182.2,237.2,True,284.0,198.0,21.7,19,Wednesday,8,2,2022
185,12*100 reg1-3 r15”,3.0,2923,0.0,Swim,6726367814,23-02-2022,[],[],3.69,24.23,23.9,,,,0.0,,,,,,,48.72,13,Wednesday,8,2,2022
186,Natación de noche,3.1,3104,0.0,Swim,6722880741,22-02-2022,[],[],3.6,7.5,21.1,,,,0.0,,,,,,,51.73,19,Tuesday,8,2,2022
187,Rodaje Lupiana-vuelta,10.68,2750,79.1,Run,6721000489,22-02-2022,"[40.652428697794676, -3.054833896458149]","[40.65256783738732, -3.054756363853812]",13.98,17.31,80.6,41.0,124.5,180.0,824.2,771.2,,,,,,45.83,13,Tuesday,8,2,2022
188,30x50 fáciles,3.2,3271,0.0,Swim,6698395914,17-02-2022,[],[],3.52,8.9,23.4,,,,0.0,,,,,,,54.52,19,Thursday,7,2,2022
189,18km ☀️ ,18.03,4750,0.0,Run,6696392828,17-02-2022,"[40.62717268243432, -3.1518323812633753]","[40.62646416015923, -3.151992056518793]",13.67,27.27,80.8,41.0,158.2,181.0,6892.8,6892.8,,,,,,79.17,11,Thursday,7,2,2022
190,En tierra de campeones  ,75.25,9123,634.0,Ride,6692523428,16-02-2022,"[40.65270932391286, -3.0546734668314457]","[40.65289498306811, -3.0546102672815323]",29.69,58.57,88.2,16.0,142.3,168.0,980.2,645.0,202.4,1846.5,True,851.0,215.0,152.05,14,Wednesday,7,2,2022
191,Carrera de tarde,4.81,1289,0.0,Run,6687551889,15-02-2022,"[40.62617590650916, -3.1527196895331144]","[40.626377407461405, -3.152626985684037]",13.44,37.91,80.6,41.0,161.7,177.0,9838.0,732.8,,,,,,21.48,17,Tuesday,7,2,2022
192,Actividad de noche,0.32,576,0.0,WeightTraining,6687550890,14-02-2022,[],[],1.99,8.05,,41.0,124.1,147.0,6892.8,-463.8,,,,,,9.6,20,Monday,7,2,2022
193,30x25 800m,2.8,3139,0.0,Swim,6681864588,14-02-2022,[],[],3.21,8.27,24.1,,,,0.0,,,,,,,52.32,13,Monday,7,2,2022
194,2*(2*100-4*50),3.0,3015,0.0,Swim,6673181156,12-02-2022,[],[],3.58,9.52,23.2,,,,0.0,,,,,,,50.25,18,Saturday,6,2,2022
195,2 x 25-20-5'  rodillo,68.75,6799,0.0,Ride,6670936562,12-02-2022,[],[],36.4,41.7,88.9,,133.0,148.0,0.0,,198.6,1350.3,True,319.0,204.0,113.32,12,Saturday,6,2,2022
196,Rodaje suavesito,15.01,4010,84.1,Run,6665579943,11-02-2022,"[40.652387123554945, -3.054825346916914]","[40.65363275818527, -3.0536141619086266]",13.48,18.35,81.4,41.0,167.4,192.0,831.2,762.2,,,,,,66.83,11,Friday,6,2,2022
197,7*2',27.54,3600,0.0,Ride,6661686345,10-02-2022,[],[],27.54,47.52,89.6,,133.0,167.0,0.0,,191.8,690.6,True,460.0,225.0,60.0,16,Thursday,6,2,2022
198,Abs ,0.36,597,0.0,WeightTraining,6657865332,09-02-2022,[],[],2.15,4.73,,41.0,66.2,98.0,6892.8,-376.6,,,,,,9.95,21,Wednesday,6,2,2022
199,"20*100 c1'40"" ",3.3,3187,0.0,Swim,6657864087,09-02-2022,[],[],3.73,6.43,24.6,,,,0.0,,,,,,,53.12,14,Wednesday,6,2,2022
200,Calentamiento BT pre test 1000 de ellos ,0.75,665,0.0,Swim,6652305505,08-02-2022,[],[],4.06,5.0,23.5,,,,0.0,,,,,,,11.08,19,Tuesday,6,2,2022
201,Intento de 400s. Fundido. ,7.31,2317,0.0,Run,6652305207,08-02-2022,[],[],11.35,23.27,80.0,41.0,139.1,169.0,9624.6,732.8,,,,,,38.62,12,Tuesday,6,2,2022
202,"3*(8*50pal c50""+500ale)",3.8,3657,0.0,Swim,6652302794,07-02-2022,[],[],3.74,10.62,24.7,,,,0.0,,,,,,,60.95,13,Monday,6,2,2022
203,Suave suavesito 150-260,28.76,3944,462.0,Ride,6640658591,06-02-2022,"[40.65345363691449, -3.055987413972616]","[40.65245929174125, -3.054778827354312]",26.25,61.21,84.8,15.0,134.0,163.0,980.4,786.4,181.6,716.1,True,712.0,213.0,65.73,12,Sunday,5,2,2022
204,Natación de noche,3.0,2900,0.0,Swim,6636651400,05-02-2022,[],[],3.72,14.56,24.0,,,,0.0,,,,,,,48.33,18,Saturday,5,2,2022
205,Rodaje biketimers ,81.89,10126,811.0,Ride,6640658704,05-02-2022,"[40.65138129517436, -3.076518215239048]","[40.64298413693905, -3.094766791909933]",29.11,68.81,85.8,10.0,,,968.2,642.0,174.9,1771.1,True,685.0,198.0,168.77,8,Saturday,5,2,2022
206,Carrera de tarde,9.9,2700,0.0,Run,6630931630,04-02-2022,[],[],13.2,15.9,80.1,41.0,157.0,183.0,6892.8,186.2,,,,,,45.0,17,Friday,5,2,2022
207,15x300,10.81,3029,0.0,Run,6626873652,03-02-2022,"[40.62694871798158, -3.150965441018343]","[40.62607808969915, -3.152305707335472]",12.85,24.18,79.3,41.0,167.1,187.0,6892.8,6892.8,,,,,,50.48,19,Thursday,5,2,2022
208,Natación de tarde,2.5,2481,0.0,Swim,6626871944,02-02-2022,[],[],3.63,11.79,24.0,,,,0.0,,,,,,,41.35,13,Wednesday,5,2,2022
209,Carrera de noche,3.08,959,18.3,Run,6611354800,31-01-2022,[],[],11.57,15.31,80.2,41.0,146.1,164.0,728.0,724.7,,,,,,15.98,20,Monday,5,1,2022
210,1000 100s/100m fácil  ,2.5,2386,0.0,Swim,6609707513,31-01-2022,[],[],3.77,8.57,23.3,,,,0.0,,,,,,,39.77,13,Monday,5,1,2022
211,2x2km -1km 🔥 ,9.48,2501,16.2,Run,6604245052,30-01-2022,"[40.59563057497144, -3.1084818486124277]","[40.595613811165094, -3.108564829453826]",13.64,23.23,81.1,41.0,154.9,179.0,919.7,913.4,,,,,,41.68,12,Sunday,4,1,2022
212,Suave 10k/week,1.25,1308,0.0,Swim,6600922396,29-01-2022,[],[],3.44,9.68,21.8,,,,0.0,,,,,,,21.8,18,Saturday,4,1,2022
